Date,Team,Season,Opp,R,RA,W/L,Rank
"Tuesday, Aug 21",DET,2018,CHC,2.0,1.0,W,3.0
"Wednesday, Aug 22",DET,2018,CHC,2.0,8.0,L,3.0
"Thursday, Aug 23",DET,2018,CHW,7.0,2.0,W,3.0
"Friday, Aug 24",DET,2018,CHW,3.0,6.0,L,3.0
"Saturday, Aug 25",DET,2018,CHW,1.0,6.0,L,3.0
"Sunday, Aug 26",DET,2018,CHW,2.0,7.0,L,3.0
"Tuesday, Aug 28",DET,2018,KCR,2.0,6.0,L,3.0
"Wednesday, Aug 29",DET,2018,KCR,2.0,9.0,L,3.0
"Thursday, Aug 30",DET,2018,NYY,8.0,7.0,W,3.0
"Friday, Aug 31",DET,2018,NYY,5.0,7.0,L,3.0
"Saturday, Sep 1",DET,2018,NYY,1.0,2.0,L,3.0
"Sunday, Sep 2",DET,2018,NYY,11.0,7.0,W,3.0
"Monday, Sep 3",DET,2018,CHW,2.0,4.0,L-wo,4.0
"Tuesday, Sep 4",DET,2018,CHW,8.0,3.0,W,3.0
"Wednesday, Sep 5",DET,2018,CHW,10.0,2.0,W,3.0
"Friday, Sep 7",DET,2018,STL,5.0,3.0,W-wo,3.0
"Saturday, Sep 8",DET,2018,STL,4.0,3.0,W-wo,3.0
"Sunday, Sep 9",DET,2018,STL,2.0,5.0,L,3.0
"Monday, Sep 10",DET,2018,HOU,2.0,3.0,L,3.0
"Tuesday, Sep 11",DET,2018,HOU,4.0,5.0,L,3.0
"Wednesday, Sep 12",DET,2018,HOU,4.0,5.0,L,3.0
"Friday, Sep 14",DET,2018,CLE,5.0,4.0,W,3.0
"Saturday, Sep 15",DET,2018,CLE,0.0,15.0,L,3.0
"Sunday, Sep 16",DET,2018,CLE,6.0,4.0,W,3.0
"Monday, Sep 17",DET,2018,MIN,1.0,6.0,L,3.0
"Tuesday, Sep 18",DET,2018,MIN,3.0,5.0,L,3.0
"Wednesday, Sep 19",DET,2018,MIN,2.0,8.0,L,3.0
"Thursday, Sep 20",DET,2018,KCR,11.0,8.0,W,3.0
"Friday, Sep 21",DET,2018,KCR,3.0,4.0,L,3.0
"Saturday, Sep 22",DET,2018,KCR,5.0,4.0,W,3.0
"Sunday, Sep 23",DET,2018,KCR,2.0,3.0,L,3.0
"Tuesday, Sep 25",DET,2018,MIN,4.0,2.0,W,3.0
"Wednesday, Sep 26",DET,2018,MIN,4.0,11.0,L,3.0
"Thursday, Sep 27",DET,2018,MIN,3.0,9.0,L,3.0
"Friday, Sep 28",DET,2018,MIL,5.0,6.0,L,3.0
"Saturday, Sep 29",DET,2018,MIL,5.0,6.0,L,3.0
"Sunday, Sep 30",DET,2018,MIL,0.0,11.0,L,3.0
"Thursday, Mar 29",NYY,2018,TOR,6.0,1.0,W,1.0
"Friday, Mar 30",NYY,2018,TOR,4.0,2.0,W,1.0
"Saturday, Mar 31",NYY,2018,TOR,3.0,5.0,L,1.0
"Sunday, Apr 1",NYY,2018,TOR,4.0,7.0,L,2.0
"Tuesday, Apr 3",NYY,2018,TBR,11.0,4.0,W,3.0
"Wednesday, Apr 4",NYY,2018,TBR,7.0,2.0,W,2.0
"Thursday, Apr 5",NYY,2018,BAL,2.0,5.0,L,2.0
"Friday, Apr 6",NYY,2018,BAL,3.0,7.0,L,3.0
"Saturday, Apr 7",NYY,2018,BAL,8.0,3.0,W,2.0
"Sunday, Apr 8",NYY,2018,BAL,7.0,8.0,L,3.0
"Tuesday, Apr 10",NYY,2018,BOS,1.0,14.0,L,3.0
"Wednesday, Apr 11",NYY,2018,BOS,10.0,7.0,W,3.0
"Thursday, Apr 12",NYY,2018,BOS,3.0,6.0,L,3.0
"Friday, Apr 13",NYY,2018,DET,8.0,6.0,W,3.0
"Monday, Apr 16",NYY,2018,MIA,12.0,1.0,W,3.0
"Tuesday, Apr 17",NYY,2018,MIA,1.0,9.0,L,3.0
"Thursday, Apr 19",NYY,2018,TOR,4.0,3.0,W,3.0
"Friday, Apr 20",NYY,2018,TOR,5.0,8.0,L,3.0
"Saturday, Apr 21",NYY,2018,TOR,9.0,1.0,W,3.0
"Sunday, Apr 22",NYY,2018,TOR,5.0,1.0,W,3.0
"Monday, Apr 23",NYY,2018,MIN,14.0,1.0,W,3.0
"Tuesday, Apr 24",NYY,2018,MIN,8.0,3.0,W,3.0
"Wednesday, Apr 25",NYY,2018,MIN,7.0,4.0,W,2.0
"Thursday, Apr 26",NYY,2018,MIN,4.0,3.0,W-wo,2.0
"Friday, Apr 27",NYY,2018,LAA,4.0,3.0,W,2.0
"Saturday, Apr 28",NYY,2018,LAA,11.0,1.0,W,2.0
"Sunday, Apr 29",NYY,2018,LAA,2.0,1.0,W,2.0
"Monday, Apr 30",NYY,2018,HOU,1.0,2.0,L,2.0
"Tuesday, May 1",NYY,2018,HOU,4.0,0.0,W,2.0
"Wednesday, May 2",NYY,2018,HOU,4.0,0.0,W,2.0
"Thursday, May 3",NYY,2018,HOU,6.0,5.0,W,2.0
"Friday, May 4",NYY,2018,CLE,7.0,6.0,W-wo,2.0
"Saturday, May 5",NYY,2018,CLE,5.0,2.0,W,2.0
"Sunday, May 6",NYY,2018,CLE,7.0,4.0,W-wo,2.0
"Tuesday, May 8",NYY,2018,BOS,3.0,2.0,W,1.0
"Wednesday, May 9",NYY,2018,BOS,9.0,6.0,W,1.0
"Thursday, May 10",NYY,2018,BOS,4.0,5.0,L,1.0
"Friday, May 11",NYY,2018,OAK,5.0,10.0,L,1.0
"Saturday, May 12",NYY,2018,OAK,7.0,6.0,W-wo,1.0
"Sunday, May 13",NYY,2018,OAK,6.0,2.0,W,1.0
"Tuesday, May 15",NYY,2018,WSN,3.0,5.0,L,1.0
"Friday, May 18",NYY,2018,KCR,2.0,5.0,L,2.0
"Saturday, May 19",NYY,2018,KCR,8.0,3.0,W,2.0
"Sunday, May 20",NYY,2018,KCR,10.0,1.0,W,2.0
"Monday, May 21",NYY,2018,TEX,10.0,5.0,W,1.0
"Tuesday, May 22",NYY,2018,TEX,4.0,6.0,L,2.0
"Wednesday, May 23",NYY,2018,TEX,10.0,12.0,L,2.0
"Friday, May 25",NYY,2018,LAA,2.0,1.0,W,2.0
"Saturday, May 26",NYY,2018,LAA,4.0,11.0,L,2.0
"Sunday, May 27",NYY,2018,LAA,3.0,1.0,W,2.0
"Monday, May 28",NYY,2018,HOU,1.0,5.0,L,2.0
"Tuesday, May 29",NYY,2018,HOU,6.0,5.0,W-wo,2.0
"Wednesday, May 30",NYY,2018,HOU,5.0,3.0,W,2.0
"Friday, Jun 1",NYY,2018,BAL,4.0,1.0,W,2.0
"Saturday, Jun 2",NYY,2018,BAL,8.0,5.0,W,2.0
"Monday, Jun 4 (1)",NYY,2018,DET,7.0,4.0,W,2.0
"Monday, Jun 4 (2)",NYY,2018,DET,2.0,4.0,L,2.0
"Tuesday, Jun 5",NYY,2018,TOR,7.0,2.0,W,2.0
"Wednesday, Jun 6",NYY,2018,TOR,3.0,0.0,W,2.0
"Friday, Jun 8",NYY,2018,NYM,4.0,1.0,W,1.0
"Saturday, Jun 9",NYY,2018,NYM,4.0,3.0,W,1.0
"Sunday, Jun 10",NYY,2018,NYM,0.0,2.0,L,1.0
"Tuesday, Jun 12",NYY,2018,WSN,3.0,0.0,W,2.0
"Wednesday, Jun 13",NYY,2018,WSN,4.0,5.0,L,2.0
"Thursday, Jun 14",NYY,2018,TBR,4.0,3.0,W,2.0
"Friday, Jun 15",NYY,2018,TBR,5.0,0.0,W,2.0
"Saturday, Jun 16",NYY,2018,TBR,4.0,1.0,W,1.0
"Sunday, Jun 17",NYY,2018,TBR,1.0,3.0,L,2.0
"Monday, Jun 18",NYY,2018,WSN,4.0,2.0,W,1.0
"Tuesday, Jun 19",NYY,2018,SEA,7.0,2.0,W,1.0
"Wednesday, Jun 20",NYY,2018,SEA,7.0,5.0,W-wo,1.0
"Thursday, Jun 21",NYY,2018,SEA,4.0,3.0,W,1.0
"Friday, Jun 22",NYY,2018,TBR,1.0,2.0,L,1.0
"Saturday, Jun 23",NYY,2018,TBR,0.0,4.0,L,1.0
"Sunday, Jun 24",NYY,2018,TBR,6.0,7.0,L-wo,1.0
"Monday, Jun 25",NYY,2018,PHI,4.0,2.0,W,1.0
"Tuesday, Jun 26",NYY,2018,PHI,6.0,0.0,W,1.0
"Wednesday, Jun 27",NYY,2018,PHI,0.0,3.0,L,2.0
"Friday, Jun 29",NYY,2018,BOS,8.0,1.0,W,1.0
"Saturday, Jun 30",NYY,2018,BOS,0.0,11.0,L,2.0
"Sunday, Jul 1",NYY,2018,BOS,11.0,1.0,W,1.0
"Monday, Jul 2",NYY,2018,ATL,3.0,5.0,L,2.0
"Tuesday, Jul 3",NYY,2018,ATL,8.0,5.0,W,2.0
"Wednesday, Jul 4",NYY,2018,ATL,6.0,2.0,W,2.0
"Friday, Jul 6",NYY,2018,TOR,2.0,6.0,L,2.0
"Saturday, Jul 7",NYY,2018,TOR,8.0,5.0,W,2.0
"Sunday, Jul 8",NYY,2018,TOR,2.0,1.0,W,2.0
"Monday, Jul 9 (1)",NYY,2018,BAL,4.0,5.0,L,2.0
"Monday, Jul 9 (2)",NYY,2018,BAL,10.0,2.0,W,2.0
"Tuesday, Jul 10",NYY,2018,BAL,5.0,6.0,L-wo,2.0
"Wednesday, Jul 11",NYY,2018,BAL,9.0,0.0,W,2.0
"Thursday, Jul 12",NYY,2018,CLE,7.0,4.0,W,2.0
"Friday, Jul 13",NYY,2018,CLE,5.0,6.0,L,2.0
"Saturday, Jul 14",NYY,2018,CLE,5.0,4.0,W,2.0
"Sunday, Jul 15",NYY,2018,CLE,2.0,5.0,L,2.0
"Friday, Jul 20",NYY,2018,NYM,5.0,7.0,L,2.0
"Saturday, Jul 21",NYY,2018,NYM,7.0,6.0,W,2.0
"Monday, Jul 23",NYY,2018,TBR,6.0,7.0,L,2.0
"Tuesday, Jul 24",NYY,2018,TBR,4.0,0.0,W,2.0
"Wednesday, Jul 25",NYY,2018,TBR,2.0,3.0,L,2.0
"Thursday, Jul 26",NYY,2018,KCR,7.0,2.0,W,2.0
"Saturday, Jul 28 (1)",NYY,2018,KCR,5.0,10.0,L,2.0
"Saturday, Jul 28 (2)",NYY,2018,KCR,5.0,4.0,W,2.0
"Sunday, Jul 29",NYY,2018,KCR,6.0,3.0,W,2.0
"Tuesday, Jul 31",NYY,2018,BAL,6.0,3.0,W,2.0
"Wednesday, Aug 1",NYY,2018,BAL,5.0,7.0,L,2.0
"Thursday, Aug 2",NYY,2018,BOS,7.0,15.0,L,2.0
"Friday, Aug 3",NYY,2018,BOS,1.0,4.0,L,2.0
"Saturday, Aug 4",NYY,2018,BOS,1.0,4.0,L,2.0
"Sunday, Aug 5",NYY,2018,BOS,4.0,5.0,L-wo,2.0
"Monday, Aug 6",NYY,2018,CHW,7.0,0.0,W,2.0
"Tuesday, Aug 7",NYY,2018,CHW,4.0,3.0,W,2.0
"Wednesday, Aug 8",NYY,2018,CHW,7.0,3.0,W,2.0
"Thursday, Aug 9",NYY,2018,TEX,7.0,3.0,W,2.0
"Friday, Aug 10",NYY,2018,TEX,7.0,12.0,L,2.0
"Saturday, Aug 11",NYY,2018,TEX,5.0,3.0,W,2.0
"Sunday, Aug 12",NYY,2018,TEX,7.0,2.0,W,2.0
"Monday, Aug 13",NYY,2018,NYM,5.0,8.0,L,2.0
"Tuesday, Aug 14",NYY,2018,TBR,4.0,1.0,W,2.0
"Wednesday, Aug 15",NYY,2018,TBR,1.0,6.0,L,2.0
"Thursday, Aug 16",NYY,2018,TBR,1.0,3.0,L,2.0
"Friday, Aug 17",NYY,2018,TOR,7.0,5.0,W,2.0
"Saturday, Aug 18",NYY,2018,TOR,11.0,6.0,W,2.0
"Sunday, Aug 19",NYY,2018,TOR,10.0,2.0,W,2.0
"Tuesday, Aug 21",NYY,2018,MIA,2.0,1.0,W,2.0
"Wednesday, Aug 22",NYY,2018,MIA,3.0,9.0,L,2.0
"Friday, Aug 24",NYY,2018,BAL,7.0,5.0,W,2.0
"Saturday, Aug 25 (1)",NYY,2018,BAL,10.0,3.0,W,2.0
"Saturday, Aug 25 (2)",NYY,2018,BAL,5.0,1.0,W,2.0
"Sunday, Aug 26",NYY,2018,BAL,5.0,3.0,W,2.0
"Monday, Aug 27",NYY,2018,CHW,2.0,6.0,L,2.0
"Tuesday, Aug 28",NYY,2018,CHW,5.0,4.0,W-wo,2.0
"Wednesday, Aug 29",NYY,2018,CHW,1.0,4.0,L,2.0
"Thursday, Aug 30",NYY,2018,DET,7.0,8.0,L,2.0
"Friday, Aug 31",NYY,2018,DET,7.0,5.0,W,2.0
"Saturday, Sep 1",NYY,2018,DET,2.0,1.0,W,2.0
"Sunday, Sep 2",NYY,2018,DET,7.0,11.0,L,2.0
"Monday, Sep 3",NYY,2018,OAK,3.0,6.0,L,2.0
"Tuesday, Sep 4",NYY,2018,OAK,5.0,1.0,W,2.0
"Wednesday, Sep 5",NYY,2018,OAK,2.0,8.0,L,2.0
"Friday, Sep 7",NYY,2018,SEA,4.0,0.0,W,2.0
"Saturday, Sep 8",NYY,2018,SEA,4.0,2.0,W,2.0
"Sunday, Sep 9",NYY,2018,SEA,2.0,3.0,L,2.0
"Monday, Sep 10",NYY,2018,MIN,7.0,2.0,W,2.0
"Tuesday, Sep 11",NYY,2018,MIN,5.0,10.0,L,2.0
"Wednesday, Sep 12",NYY,2018,MIN,1.0,3.0,L,2.0
"Friday, Sep 14",NYY,2018,TOR,11.0,0.0,W,2.0
"Saturday, Sep 15",NYY,2018,TOR,7.0,8.0,L,2.0
"Sunday, Sep 16",NYY,2018,TOR,2.0,3.0,L,2.0
"Tuesday, Sep 18",NYY,2018,BOS,3.0,2.0,W,2.0
"Wednesday, Sep 19",NYY,2018,BOS,10.0,1.0,W,2.0
"Thursday, Sep 20",NYY,2018,BOS,6.0,11.0,L,2.0
"Friday, Sep 21",NYY,2018,BAL,10.0,8.0,W,2.0
"Saturday, Sep 22",NYY,2018,BAL,3.0,2.0,W-wo,2.0
"Sunday, Sep 23",NYY,2018,BAL,3.0,6.0,L,2.0
"Monday, Sep 24",NYY,2018,TBR,4.0,1.0,W,2.0
"Tuesday, Sep 25",NYY,2018,TBR,9.0,2.0,W,2.0
"Wednesday, Sep 26",NYY,2018,TBR,7.0,8.0,L,2.0
"Thursday, Sep 27",NYY,2018,TBR,12.0,1.0,W,2.0
"Friday, Sep 28",NYY,2018,BOS,11.0,6.0,W,2.0
"Saturday, Sep 29",NYY,2018,BOS,8.0,5.0,W,2.0
"Sunday, Sep 30",NYY,2018,BOS,2.0,10.0,L,2.0
"Thursday, Mar 29",LAD,2018,SFG,0.0,1.0,L,3.0
"Friday, Mar 30",LAD,2018,SFG,0.0,1.0,L,3.0
"Saturday, Mar 31",LAD,2018,SFG,5.0,0.0,W,3.0
"Sunday, Apr 1",LAD,2018,SFG,9.0,0.0,W,2.0
"Monday, Apr 2",LAD,2018,ARI,7.0,8.0,L-wo,4.0
"Tuesday, Apr 3",LAD,2018,ARI,1.0,6.0,L,4.0
"Wednesday, Apr 4",LAD,2018,ARI,0.0,3.0,L,4.0
"Saturday, Apr 7",LAD,2018,SFG,5.0,7.0,L-wo,4.0
"Sunday, Apr 8",LAD,2018,SFG,2.0,1.0,W,4.0
"Tuesday, Apr 10",LAD,2018,OAK,4.0,0.0,W,3.0
"Wednesday, Apr 11",LAD,2018,OAK,6.0,16.0,L,4.0
"Friday, Apr 13",LAD,2018,ARI,7.0,8.0,L,4.0
"Saturday, Apr 14",LAD,2018,ARI,1.0,9.0,L,5.0
"Sunday, Apr 15",LAD,2018,ARI,7.0,2.0,W,5.0
"Monday, Apr 16",LAD,2018,SDP,10.0,3.0,W,3.0
"Tuesday, Apr 17",LAD,2018,SDP,7.0,3.0,W,3.0
"Wednesday, Apr 18",LAD,2018,SDP,13.0,4.0,W,3.0
"Friday, Apr 20",LAD,2018,WSN,2.0,5.0,L,3.0
"Saturday, Apr 21",LAD,2018,WSN,4.0,0.0,W,3.0
"Sunday, Apr 22",LAD,2018,WSN,4.0,3.0,W,3.0
"Monday, Apr 23",LAD,2018,MIA,2.0,1.0,W,2.0
"Tuesday, Apr 24",LAD,2018,MIA,2.0,3.0,L,3.0
"Wednesday, Apr 25",LAD,2018,MIA,6.0,8.0,L,3.0
"Friday, Apr 27",LAD,2018,SFG,4.0,6.0,L,4.0
"Saturday, Apr 28 (1)",LAD,2018,SFG,15.0,6.0,W,4.0
"Saturday, Apr 28 (2)",LAD,2018,SFG,3.0,8.0,L,4.0
"Sunday, Apr 29",LAD,2018,SFG,2.0,4.0,L,4.0
"Monday, Apr 30",LAD,2018,ARI,5.0,8.0,L,4.0
"Tuesday, May 1",LAD,2018,ARI,3.0,4.0,L,4.0
"Wednesday, May 2",LAD,2018,ARI,2.0,1.0,W,4.0
"Thursday, May 3",LAD,2018,ARI,5.0,2.0,W,4.0
"Friday, May 4",LAD,2018,SDP,4.0,0.0,W,4.0
"Saturday, May 5",LAD,2018,SDP,4.0,7.0,L,4.0
"Sunday, May 6",LAD,2018,SDP,0.0,3.0,L,4.0
"Tuesday, May 8",LAD,2018,ARI,5.0,8.0,L,4.0
"Wednesday, May 9",LAD,2018,ARI,6.0,3.0,W,4.0
"Thursday, May 10",LAD,2018,CIN,1.0,4.0,L,4.0
"Friday, May 11",LAD,2018,CIN,2.0,6.0,L,4.0
"Saturday, May 12",LAD,2018,CIN,3.0,5.0,L,4.0
"Sunday, May 13",LAD,2018,CIN,3.0,5.0,L,4.0
"Tuesday, May 15",LAD,2018,MIA,2.0,4.0,L,4.0
"Wednesday, May 16",LAD,2018,MIA,5.0,6.0,L,4.0
"Thursday, May 17",LAD,2018,MIA,7.0,0.0,W,4.0
"Saturday, May 19 (1)",LAD,2018,WSN,4.0,1.0,W,4.0
"Saturday, May 19 (2)",LAD,2018,WSN,5.0,4.0,W,4.0
"Sunday, May 20",LAD,2018,WSN,7.0,2.0,W,4.0
"Monday, May 21",LAD,2018,COL,1.0,2.0,L,4.0
"Tuesday, May 22",LAD,2018,COL,5.0,3.0,W,4.0
"Wednesday, May 23",LAD,2018,COL,3.0,0.0,W,4.0
"Friday, May 25",LAD,2018,SDP,4.0,1.0,W,4.0
"Saturday, May 26",LAD,2018,SDP,5.0,7.0,L,4.0
"Sunday, May 27",LAD,2018,SDP,6.0,1.0,W,4.0
"Monday, May 28",LAD,2018,PHI,5.0,4.0,W,3.0
"Tuesday, May 29",LAD,2018,PHI,1.0,6.0,L,3.0
"Wednesday, May 30",LAD,2018,PHI,8.0,2.0,W,3.0
"Thursday, May 31",LAD,2018,PHI,1.0,2.0,L,3.0
"Friday, Jun 1",LAD,2018,COL,11.0,8.0,W,3.0
"Saturday, Jun 2",LAD,2018,COL,12.0,4.0,W,3.0
"Sunday, Jun 3",LAD,2018,COL,10.0,7.0,W,3.0
"Tuesday, Jun 5",LAD,2018,PIT,5.0,0.0,W,3.0
"Wednesday, Jun 6",LAD,2018,PIT,9.0,11.0,L,4.0
"Thursday, Jun 7",LAD,2018,PIT,8.0,7.0,W,3.0
"Friday, Jun 8",LAD,2018,ATL,7.0,3.0,W,2.0
"Saturday, Jun 9",LAD,2018,ATL,3.0,5.0,L,2.0
"Sunday, Jun 10",LAD,2018,ATL,7.0,2.0,W,2.0
"Tuesday, Jun 12",LAD,2018,TEX,12.0,5.0,W,2.0
"Wednesday, Jun 13",LAD,2018,TEX,3.0,2.0,W-wo,2.0
"Friday, Jun 15",LAD,2018,SFG,3.0,2.0,W,2.0
"Saturday, Jun 16",LAD,2018,SFG,3.0,1.0,W,2.0
"Sunday, Jun 17",LAD,2018,SFG,1.0,4.0,L,2.0
"Tuesday, Jun 19 (1)",LAD,2018,CHC,4.0,3.0,W,2.0
"Tuesday, Jun 19 (2)",LAD,2018,CHC,1.0,2.0,L-wo,2.0
"Wednesday, Jun 20",LAD,2018,CHC,0.0,4.0,L,2.0
"Friday, Jun 22",LAD,2018,NYM,5.0,2.0,W,2.0
"Saturday, Jun 23",LAD,2018,NYM,8.0,3.0,W,2.0
"Sunday, Jun 24",LAD,2018,NYM,8.0,7.0,W,2.0
"Monday, Jun 25",LAD,2018,CHC,2.0,1.0,W,2.0
"Tuesday, Jun 26",LAD,2018,CHC,4.0,9.0,L,2.0
"Wednesday, Jun 27",LAD,2018,CHC,7.0,5.0,W,2.0
"Thursday, Jun 28",LAD,2018,CHC,5.0,11.0,L,2.0
"Friday, Jun 29",LAD,2018,COL,1.0,3.0,L,2.0
"Saturday, Jun 30",LAD,2018,COL,1.0,3.0,L,2.0
"Sunday, Jul 1",LAD,2018,COL,6.0,4.0,W,2.0
"Monday, Jul 2",LAD,2018,PIT,17.0,1.0,W,2.0
"Tuesday, Jul 3",LAD,2018,PIT,8.0,3.0,W,2.0
"Wednesday, Jul 4",LAD,2018,PIT,6.0,4.0,W,2.0
"Friday, Jul 6",LAD,2018,LAA,2.0,3.0,L-wo,2.0
"Saturday, Jul 7",LAD,2018,LAA,3.0,1.0,W,2.0
"Sunday, Jul 8",LAD,2018,LAA,3.0,4.0,L,2.0
"Monday, Jul 9",LAD,2018,SDP,8.0,2.0,W,2.0
"Tuesday, Jul 10",LAD,2018,SDP,1.0,4.0,L,2.0
"Wednesday, Jul 11",LAD,2018,SDP,4.0,2.0,W,2.0
"Thursday, Jul 12",LAD,2018,SDP,3.0,2.0,W,1.0
"Friday, Jul 13",LAD,2018,LAA,3.0,2.0,W,1.0
"Saturday, Jul 14",LAD,2018,LAA,4.0,5.0,L,2.0
"Sunday, Jul 15",LAD,2018,LAA,5.0,3.0,W,1.0
"Friday, Jul 20",LAD,2018,MIL,6.0,4.0,W,1.0
"Saturday, Jul 21",LAD,2018,MIL,2.0,4.0,L,1.0
"Sunday, Jul 22",LAD,2018,MIL,11.0,2.0,W,1.0
"Monday, Jul 23",LAD,2018,PHI,7.0,6.0,W,1.0
"Tuesday, Jul 24",LAD,2018,PHI,4.0,7.0,L-wo,1.0
"Wednesday, Jul 25",LAD,2018,PHI,3.0,7.0,L,1.0
"Thursday, Jul 26",LAD,2018,ATL,8.0,2.0,W,1.0
"Friday, Jul 27",LAD,2018,ATL,4.0,1.0,W,1.0
"Saturday, Jul 28",LAD,2018,ATL,5.0,1.0,W,1.0
"Sunday, Jul 29",LAD,2018,ATL,1.0,4.0,L,1.0
"Monday, Jul 30",LAD,2018,MIL,2.0,5.0,L,1.0
"Tuesday, Jul 31",LAD,2018,MIL,0.0,1.0,L,2.0
"Wednesday, Aug 1",LAD,2018,MIL,6.0,4.0,W-wo,1.0
"Thursday, Aug 2",LAD,2018,MIL,21.0,5.0,W,1.0
"Friday, Aug 3",LAD,2018,HOU,1.0,2.0,L,1.0
"Saturday, Aug 4",LAD,2018,HOU,0.0,14.0,L,2.0
"Sunday, Aug 5",LAD,2018,HOU,3.0,2.0,W,1.0
"Tuesday, Aug 7",LAD,2018,OAK,4.0,2.0,W,1.0
"Wednesday, Aug 8",LAD,2018,OAK,2.0,3.0,L,2.0
"Thursday, Aug 9",LAD,2018,COL,8.0,5.0,W,1.0
"Friday, Aug 10",LAD,2018,COL,4.0,5.0,L,1.0
"Saturday, Aug 11",LAD,2018,COL,2.0,3.0,L-wo,1.0
"Sunday, Aug 12",LAD,2018,COL,3.0,4.0,L-wo,2.0
"Monday, Aug 13",LAD,2018,SFG,2.0,5.0,L,2.0
"Tuesday, Aug 14",LAD,2018,SFG,1.0,2.0,L,3.0
"Wednesday, Aug 15",LAD,2018,SFG,4.0,3.0,W-wo,2.0
"Friday, Aug 17",LAD,2018,SEA,11.0,1.0,W,3.0
"Saturday, Aug 18",LAD,2018,SEA,4.0,5.0,L-wo,3.0
"Sunday, Aug 19",LAD,2018,SEA,12.0,1.0,W,3.0
"Monday, Aug 20",LAD,2018,STL,3.0,5.0,L,3.0
"Tuesday, Aug 21",LAD,2018,STL,2.0,5.0,L,3.0
"Wednesday, Aug 22",LAD,2018,STL,1.0,3.0,L,3.0
"Friday, Aug 24",LAD,2018,SDP,11.0,1.0,W,3.0
"Saturday, Aug 25",LAD,2018,SDP,5.0,4.0,W-wo,3.0
"Sunday, Aug 26",LAD,2018,SDP,7.0,3.0,W,3.0
"Tuesday, Aug 28",LAD,2018,TEX,8.0,4.0,W,3.0
"Wednesday, Aug 29",LAD,2018,TEX,3.0,1.0,W,3.0
"Thursday, Aug 30",LAD,2018,ARI,1.0,3.0,L,3.0
"Friday, Aug 31",LAD,2018,ARI,3.0,2.0,W,2.0
"Saturday, Sep 1",LAD,2018,ARI,3.0,2.0,W,1.0
"Sunday, Sep 2",LAD,2018,ARI,3.0,2.0,W-wo,1.0
"Monday, Sep 3",LAD,2018,NYM,2.0,4.0,L,2.0
"Tuesday, Sep 4",LAD,2018,NYM,11.0,4.0,W,2.0
"Wednesday, Sep 5",LAD,2018,NYM,3.0,7.0,L,2.0
"Friday, Sep 7",LAD,2018,COL,4.0,2.0,W,2.0
"Saturday, Sep 8",LAD,2018,COL,2.0,4.0,L,2.0
"Sunday, Sep 9",LAD,2018,COL,9.0,6.0,W,2.0
"Monday, Sep 10",LAD,2018,CIN,6.0,10.0,L,2.0
"Tuesday, Sep 11",LAD,2018,CIN,1.0,3.0,L,2.0
"Wednesday, Sep 12",LAD,2018,CIN,8.0,1.0,W,2.0
"Thursday, Sep 13",LAD,2018,STL,9.0,7.0,W,2.0
"Friday, Sep 14",LAD,2018,STL,3.0,0.0,W,2.0
"Saturday, Sep 15",LAD,2018,STL,17.0,4.0,W,1.0
"Sunday, Sep 16",LAD,2018,STL,0.0,5.0,L,2.0
"Monday, Sep 17",LAD,2018,COL,8.0,2.0,W,1.0
"Tuesday, Sep 18",LAD,2018,COL,3.0,2.0,W-wo,1.0
"Wednesday, Sep 19",LAD,2018,COL,5.0,2.0,W,1.0
"Friday, Sep 21",LAD,2018,SDP,3.0,5.0,L,1.0
"Saturday, Sep 22",LAD,2018,SDP,7.0,2.0,W,1.0
"Sunday, Sep 23",LAD,2018,SDP,14.0,0.0,W,1.0
"Monday, Sep 24",LAD,2018,ARI,7.0,4.0,W,1.0
"Tuesday, Sep 25",LAD,2018,ARI,3.0,4.0,L-wo,1.0
"Wednesday, Sep 26",LAD,2018,ARI,2.0,7.0,L,2.0
"Friday, Sep 28",LAD,2018,SFG,3.0,1.0,W,2.0
"Saturday, Sep 29",LAD,2018,SFG,10.0,6.0,W,1.0
"Sunday, Sep 30",LAD,2018,SFG,15.0,0.0,W,1.0
"Monday, Oct 1",LAD,2018,COL,5.0,2.0,W,1.0
"Thursday, Mar 29",BOS,2018,TBR,4.0,6.0,L,4.0
"Friday, Mar 30",BOS,2018,TBR,1.0,0.0,W,3.0
"Saturday, Mar 31",BOS,2018,TBR,3.0,2.0,W,1.0
"Sunday, Apr 1",BOS,2018,TBR,2.0,1.0,W,1.0
"Monday, Apr 2",BOS,2018,MIA,7.0,3.0,W,1.0
"Tuesday, Apr 3",BOS,2018,MIA,4.0,2.0,W,1.0
"Thursday, Apr 5",BOS,2018,TBR,3.0,2.0,W-wo,1.0
"Saturday, Apr 7",BOS,2018,TBR,10.0,3.0,W,1.0
"Sunday, Apr 8",BOS,2018,TBR,8.0,7.0,W,1.0
"Tuesday, Apr 10",BOS,2018,NYY,14.0,1.0,W,1.0
"Wednesday, Apr 11",BOS,2018,NYY,7.0,10.0,L,1.0
"Thursday, Apr 12",BOS,2018,NYY,6.0,3.0,W,1.0
"Friday, Apr 13",BOS,2018,BAL,7.0,3.0,W,1.0
"Saturday, Apr 14",BOS,2018,BAL,10.0,3.0,W,1.0
"Sunday, Apr 15",BOS,2018,BAL,3.0,1.0,W,1.0
"Tuesday, Apr 17",BOS,2018,LAA,10.0,1.0,W,1.0
